,id,name,absolute_magnitude_h,is_potentially_hazardous_asteroid,is_sentry_object,estimated_diameter_km_min,estimated_diameter_km_max,close_approach_date,close_approach_date_full,epoch_date_close_approach,relative_velocity,orbiting_body,kilometers_per_second,kilometers_per_hour,miss_distance_kilometers
0,3989097,(2020 BR5),25.5,False,False,0.0211132445,0.0472106499,2020-01-20,2020-Jan-20 23:26,1579562760000,,Earth,5.129880723,18467.5706027173,6237499.091903581
0,3989185,(2020 BF8),28.3,False,False,0.0058150704,0.0130028927,2020-01-20,2020-Jan-20 12:29,1579523340000,,Earth,4.6912269645,16888.4170720849,4154000.682789452
0,3989216,(2020 BQ9),27.6,False,False,0.0080270317,0.0179489885,2020-01-20,2020-Jan-20 12:05,1579521900000,,Earth,10.8737826749,39145.6176294953,3420167.450112238
0,3989303,(2020 BR13),20.95,False,False,0.1716148941,0.3837425691,2020-01-20,2020-Jan-20 02:23,1579486980000,,Earth,8.6599945994,31175.9805579535,72657647.78641273
0,3989410,(2020 BT15),22.4,False,False,0.0880146521,0.1968067451,2020-01-20,2020-Jan-20 00:59,1579481940000,,Earth,8.4139337532,30290.1615113709,62354782.311249416
0,2509505,509505 (2007 VL8),21.23,False,False,0.1508533561,0.3373183589,2020-01-21,2020-Jan-21 10:04,1579601040000,,Earth,25.7405770096,92666.0772346792,73089017.044343628
0,3727045,(2015 RW35),29.2,False,False,0.0038419789,0.008590926,2020-01-21,2020-Jan-21 19:32,1579635120000,,Earth,14.99195314,53971.0313039716,44524463.54029059
0,3740939,(2016 BG15),27.0,False,False,0.0105816886,0.023661375,2020-01-21,2020-Jan-21 01:13,1579569180000,,Earth,11.1535930516,40152.9349855908,37832680.177683973
0,3792468,(2017 YH),18.18,False,False,0.6145468212,1.3741684676,2020-01-21,2020-Jan-21 00:42,1579567320000,,Earth,15.3855182594,55387.8657339019,21516747.795513333
0,3831063,(2018 SF3),25.31,False,False,0.0230438467,0.0515276076,2020-01-21,2020-Jan-21 08:09,1579594140000,,Earth,4.7711671225,17176.2016409448,22330066.325905315
0,3971129,(2019 YX5),21.2,False,False,0.1529519353,0.3420109247,2020-01-21,2020-Jan-21 08:36,1579595760000,,Earth,10.6339395423,38282.1823523509,66176202.080822661
0,3986698,(2020 BB),28.6,False,False,0.0050647146,0.0113250461,2020-01-21,2020-Jan-21 17:49,1579628940000,,Earth,3.7363533949,13450.8722216099,767115.796714388
0,3986730,(2020 BN),27.8,False,False,0.0073207399,0.016369672,2020-01-21,2020-Jan-21 23:56,1579650960000,,Earth,6.0746387092,21868.6993532568,3761427.223917347
0,3986732,(2020 BP),25.64,False,False,0.0197949759,0.0442629117,2020-01-21,2020-Jan-21 17:13,1579626780000,,Earth,16.7097036816,60154.933253782,1411412.295670895
0,3986741,(2020 BY),24.5,False,False,0.0334622374,0.0748238376,2020-01-21,2020-Jan-21 21:57,1579643820000,,Earth,16.7492128309,60297.1661913584,1467159.612811081
0,3986762,(2020 BK1),22.9,False,False,0.0699125232,0.1563291544,2020-01-21,2020-Jan-21 15:51,1579621860000,,Earth,15.181851332,54654.6647953386,35217801.293095727
0,3986767,(2020 BP1),27.2,False,False,0.0096506147,0.0215794305,2020-01-21,2020-Jan-21 07:35,1579592100000,,Earth,5.2035221037,18732.6795734133,5332931.051857688
0,3986770,(2020 BS1),26.3,False,False,0.0146067964,0.0326617897,2020-01-21,2020-Jan-21 13:37,1579613820000,,Earth,5.5181610094,19865.3796339837,2543194.921316747
0,3986829,(2020 BQ2),25.2,False,False,0.0242412481,0.0542050786,2020-01-21,2020-Jan-21 04:12,1579579920000,,Earth,8.7232304404,31403.629585528,7317366.394728658
0,3989292,(2020 BE13),26.2,False,False,0.0152951935,0.0342010925,2020-01-21,2020-Jan-21 20:08,1579637280000,,Earth,11.7645380309,42352.3369111194,5083591.13576196
0,3989354,(2020 BL15),26.4,False,False,0.0139493823,0.0311917671,2020-01-21,2020-Jan-21 05:49,1579585740000,,Earth,9.7425046062,35073.016582257,4711697.906921211
0,3991664,(2020 DM1),23.75,False,False,0.0472666667,0.1056914799,2020-01-21,2020-Jan-21 04:23,1579580580000,,Earth,8.4393119093,30381.5228735213,10794651.747746448
0,54244779,(2022 CB1),26.26,False,False,0.014878357,0.0332690178,2020-01-21,2020-Jan-21 01:01,1579568460000,,Earth,16.7580651598,60329.0345753592,45232403.760276937
0,2203015,203015 (1999 YF3),18.64,False,False,0.4972273129,1.1118340719,2020-01-22,2020-Jan-22 20:52,1579726320000,,Earth,13.6704714683,49213.6972860341,55572047.153709975
0,2416002,416002 (2002 BN),20.48,False,False,0.2130860292,0.4764748465,2020-01-22,2020-Jan-22 04:34,1579667640000,,Earth,17.1258191125,61652.9488050446,30841105.271640507
0,3364160,(2006 YU1),21.0,False,False,0.1677084622,0.3750075218,2020-01-22,2020-Jan-22 01:42,1579657320000,,Earth,7.6664294518,27599.1460263318,47711931.219381875
0,3365921,(2007 AM),21.82,False,False,0.1149621763,0.257063241,2020-01-22,2020-Jan-22 11:21,1579692060000,,Earth,29.1775994175,105039.3579028546,74058868.05399946
0,3721909,(2015 MZ53),27.5,False,False,0.008405334,0.0187948982,2020-01-22,2020-Jan-22 19:57,1579723020000,,Earth,16.0116618339,57641.9826018614,55598083.526039663
0,3736407,(2015 XP169),26.1,False,False,0.0160160338,0.0358129403,2020-01-22,2020-Jan-22 13:17,1579699020000,,Earth,8.0270502103,28897.3807569467,66636303.524539795
0,3986629,(2020 AY2),22.6,False,False,0.0802703167,0.1794898848,2020-01-22,2020-Jan-22 14:05,1579701900000,,Earth,6.3977808416,23032.0110297568,36491803.995787854
0,3986737,(2020 BU),25.98,False,False,0.0169260249,0.0378477424,2020-01-22,2020-Jan-22 03:18,1579663080000,,Earth,4.2338053362,15241.6992101993,7422208.845563953
0,3989084,(2020 BB5),29.7,False,False,0.0030517923,0.0068240151,2020-01-22,2020-Jan-22 00:20,1579652400000,,Earth,9.0247909607,32489.2474586887,265498.954420583
0,3989146,(2020 BF6),25.4,False,False,0.022108281,0.0494356193,2020-01-22,2020-Jan-22 17:16,1579713360000,,Earth,8.7406318524,31466.2746685876,2792431.809359406
0,3989194,(2020 BP8),25.5,False,False,0.0211132445,0.0472106499,2020-01-22,2020-Jan-22 02:03,1579658580000,,Earth,16.4924433067,59372.7959041348,6788279.419159298
0,3989199,(2020 BV8),27.1,False,False,0.0101054342,0.0225964377,2020-01-22,2020-Jan-22 10:13,1579687980000,,Earth,3.5276064698,12699.3832911293,11312129.584528707
0,3989215,(2020 BP9),26.9,False,False,0.0110803882,0.0247765013,2020-01-22,2020-Jan-22 05:15,1579670100000,,Earth,15.9132921123,57287.8516043124,3304427.273160627
0,3989295,(2020 BJ13),26.9,False,False,0.0110803882,0.0247765013,2020-01-22,2020-Jan-22 04:08,1579666080000,,Earth,4.7576958042,17127.70489518,2133248.916117921
0,3989298,(2020 BM13),26.4,False,False,0.0139493823,0.0311917671,2020-01-22,2020-Jan-22 23:57,1579737420000,,Earth,10.9924666083,39572.8797898904,2593381.55099095
0,3989342,(2020 BX14),20.13,False,False,0.2503542548,0.5598091321,2020-01-22,2020-Jan-22 13:50,1579701000000,,Earth,21.1968470868,76308.6495123763,25259026.417271745
0,3989353,(2020 BH15),27.0,False,False,0.0105816886,0.023661375,2020-01-22,2020-Jan-22 23:39,1579736340000,,Earth,10.1120795949,36403.4865417664,2837380.76328853
0,3989357,(2020 CD),28.3,False,False,0.0058150704,0.0130028927,2020-01-22,2020-Jan-22 05:02,1579669320000,,Earth,5.1450848311,18522.3053921056,2518584.456044751
0,54031743,(2020 NG),21.8,False,False,0.1160259082,0.2594418179,2020-01-22,2020-Jan-22 03:46,1579664760000,,Earth,13.7350769231,49446.2769232046,70897699.111982269
0,54055084,(2020 TK2),25.4,False,False,0.022108281,0.0494356193,2020-01-22,2020-Jan-22 11:15,1579691700000,,Earth,6.5598550052,23615.478018833,49657962.036423037
0,54110066,(2021 CE1),26.0,False,False,0.0167708462,0.0375007522,2020-01-22,2020-Jan-22 17:56,1579715760000,,Earth,10.1456835787,36524.4608834255,17060574.419990242
0,54354356,(2023 GR1),25.36,False,False,0.0225193047,0.050354696,2020-01-22,2020-Jan-22 19:19,1579720740000,,Earth,7.5521062428,27187.5824741407,60062445.275615287
0,3719192,(2015 JN1),21.15,False,False,0.1565146436,0.3499773825,2020-01-23,2020-Jan-23 07:49,1579765740000,,Earth,30.9170585066,111301.4106236257,70770526.366609518
0,3728231,(2015 SH),28.1,False,False,0.0063760979,0.0142573883,2020-01-23,2020-Jan-23 05:12,1579756320000,,Earth,7.4981746239,26993.4286459794,62170251.663108272
0,3797905,(2018 BM5),27.3,False,False,0.0092162655,0.0206081961,2020-01-23,2020-Jan-23 23:15,1579821300000,,Earth,8.5899796954,30923.9269034185,5025695.174334538
0,3843636,(2019 QZ3),24.79,False,False,0.0292789148,0.0654696439,2020-01-23,2020-Jan-23 15:57,1579795020000,,Earth,6.1500536051,22140.1929783161,34957001.910881833
0,3878577,(2019 TF2),26.3,False,False,0.0146067964,0.0326617897,2020-01-23,2020-Jan-23 03:13,1579749180000,,Earth,1.5841222279,5702.8400202855,6220379.21637929
0,3986683,(2020 AO3),24.61,False,False,0.0318093633,0.0711278987,2020-01-23,2020-Jan-23 04:52,1579755120000,,Earth,7.4054847506,26659.7451020034,8534996.745419952
0,3986734,(2020 BR),23.0,False,False,0.0667659413,0.1492931834,2020-01-23,2020-Jan-23 05:15,1579756500000,,Earth,32.9368394341,118572.6219627208,7747375.9875387
0,3986748,(2020 BB1),28.0,False,False,0.0066765941,0.0149293183,2020-01-23,2020-Jan-23 08:39,1579768740000,,Earth,11.3603267253,40897.1762112449,985846.088715167
0,3989164,(2020 BH7),27.8,False,False,0.0073207399,0.016369672,2020-01-23,2020-Jan-23 12:03,1579780980000,,Earth,7.8042807391,28095.410660869,4695489.591057978
0,3989260,(2020 BM11),23.1,False,False,0.063760979,0.1425738833,2020-01-23,2020-Jan-23 16:02,1579795320000,,Earth,9.6380525562,34696.9892022059,23140237.137595053
0,3989268,(2020 BY11),28.0,False,False,0.0066765941,0.0149293183,2020-01-23,2020-Jan-23 05:39,1579757940000,,Earth,12.3873212138,44594.3563697621,774528.057017361
0,3989351,(2020 BF15),24.8,False,False,0.0291443905,0.0651688382,2020-01-23,2020-Jan-23 08:55,1579769700000,,Earth,17.1018782478,61566.7616920073,4733734.570759431
0,3989721,(2020 CU1),24.1,False,False,0.040230458,0.0899580388,2020-01-23,2020-Jan-23 02:46,1579747560000,,Earth,6.9767887629,25116.4395465373,10185313.338890689
0,54054528,(2020 SK2),24.7,False,False,0.0305179233,0.0682401509,2020-01-23,2020-Jan-23 22:03,1579816980000,,Earth,16.3942334973,59019.2405901875,66449560.458539434
0,54153124,(2021 LK),26.75,False,False,0.0118728499,0.0265484994,2020-01-23,2020-Jan-23 18:35,1579804500000,,Earth,7.2883386149,26238.0190135005,14181289.438301124
0,54339762,(2023 BY),26.45,False,False,0.0136318556,0.0304817558,2020-01-23,2020-Jan-23 10:25,1579775100000,,Earth,17.3270886763,62377.5192347808,24336138.337829699
0,54354679,(2023 HV1),25.95,False,False,0.0171614894,0.0383742569,2020-01-23,2020-Jan-23 22:09,1579817340000,,Earth,6.1835642193,22260.8311895144,70299325.703404965
0,2190119,190119 (2004 VA64),17.06,False,False,1.0293308202,2.3016536853,2020-01-24,2020-Jan-24 13:39,1579873140000,,Earth,34.3400826751,123624.2976304918,72911588.136206698
0,2437316,437316 (2013 OS3),18.5,False,False,0.5303407233,1.1858779086,2020-01-24,2020-Jan-24 03:28,1579836480000,,Earth,17.8848913781,64385.6089611107,14467657.938857548
0,3160737,(2003 SK84),21.2,True,False,0.1529519353,0.3420109247,2020-01-24,2020-Jan-24 18:56,1579892160000,,Earth,17.7378172716,63856.1421779324,48523646.688918511
0,3555156,(2011 AL24),22.31,False,False,0.0917392059,0.2051351006,2020-01-24,2020-Jan-24 15:56,1579881360000,,Earth,4.4555859558,16040.1094408336,42164508.641411136
0,3608621,(2012 RK15),23.3,False,False,0.058150704,0.130028927,2020-01-24,2020-Jan-24 13:45,1579873500000,,Earth,15.2481502717,54893.3409782226,3009421.649821031
0,3708364,(2015 BP509),27.8,False,False,0.0073207399,0.016369672,2020-01-24,2020-Jan-24 07:44,1579851840000,,Earth,18.6636677865,67189.2040314634,15841940.716384858
0,3712623,(2015 DE200),20.27,False,False,0.2347226375,0.5248557734,2020-01-24,2020-Jan-24 07:13,1579849980000,,Earth,18.274408879,65787.871964342,16532623.326088005
0,3741151,(2016 CE),28.5,False,False,0.0053034072,0.0118587791,2020-01-24,2020-Jan-24 06:07,1579846020000,,Earth,23.0620496765,83023.3788352333,70013216.620514908
0,3754434,(2016 NM15),27.5,False,False,0.008405334,0.0187948982,2020-01-24,2020-Jan-24 02:24,1579832640000,,Earth,6.9325870862,24957.3135103741,61772323.198881647
0,3781359,(2017 QC36),20.7,True,False,0.1925550782,0.4305662442,2020-01-24,2020-Jan-24 22:47,1579906020000,,Earth,18.4450700072,66402.2520260615,63223089.996776424
0,3831735,(2018 TF5),25.4,False,False,0.022108281,0.0494356193,2020-01-24,2020-Jan-24 16:09,1579882140000,,Earth,9.9355264529,35767.8952305887,19837013.723373677
0,3959229,(2019 YJ4),19.6,False,False,0.3195618867,0.7145621017,2020-01-24,2020-Jan-24 14:24,1579875840000,,Earth,23.965349793,86275.2592549429,66988115.318743437
0,3986745,(2020 BF1),26.2,False,False,0.0152951935,0.0342010925,2020-01-24,2020-Jan-24 05:27,1579843620000,,Earth,4.6094445028,16594.0002102416,2974495.723262333
0,3989089,(2020 BG5),23.7,False,False,0.0483676488,0.1081533507,2020-01-24,2020-Jan-24 22:09,1579903740000,,Earth,6.8021327913,24487.6780487493,50680600.165446856
0,3989145,(2020 BG6),24.57,False,False,0.0324007435,0.0724502651,2020-01-24,2020-Jan-24 11:02,1579863720000,,Earth,8.2990598444,29876.6154400174,5675741.377665773
0,3989206,(2020 BF9),26.5,False,False,0.0133215567,0.0297879063,2020-01-24,2020-Jan-24 19:33,1579894380000,,Earth,5.8110028345,20919.6102040834,2920100.845665882
0,3989284,(2020 BW12),26.1,False,False,0.0160160338,0.0358129403,2020-01-24,2020-Jan-24 19:00,1579892400000,,Earth,9.8377011758,35415.7242330049,2721089.871698088
0,54017541,(2020 LD2),21.3,False,False,0.1460679643,0.3266178974,2020-01-24,2020-Jan-24 17:44,1579887840000,,Earth,16.1740031151,58226.4112143431,50341283.548294751
0,2137199,137199 (1999 KX4),16.98,False,False,1.0679599752,2.3880311019,2020-01-25,2020-Jan-25 08:09,1579939740000,,Earth,9.0010842196,32403.9031906913,34285602.556380408
0,2331876,331876 (2004 CL),20.56,True,False,0.2053784995,0.459240286,2020-01-25,2020-Jan-25 13:40,1579959600000,,Earth,20.7594895741,74734.1624665948,16752563.969575593
0,3610526,(2012 TO139),19.87,True,False,0.2821986791,0.6310154296,2020-01-25,2020-Jan-25 12:25,1579955100000,,Earth,25.065621608,90236.2377889336,39259266.589223217
0,3729276,(2015 TZ24),24.1,False,False,0.040230458,0.0899580388,2020-01-25,2020-Jan-25 10:23,1579947780000,,Earth,4.5169145113,16260.8922407971,40997506.264030119
0,3774689,(2017 KG3),24.7,False,False,0.0305179233,0.0682401509,2020-01-25,2020-Jan-25 07:37,1579937820000,,Earth,14.574463065,52468.0670340655,65126023.746880979
0,3785769,(2017 TJ4),25.2,False,False,0.0242412481,0.0542050786,2020-01-25,2020-Jan-25 04:03,1579924980000,,Earth,5.6316717808,20274.0184107733,49979101.405345904
0,3789614,(2017 WA13),25.1,False,False,0.0253837029,0.0567596853,2020-01-25,2020-Jan-25 12:17,1579954620000,,Earth,10.0109792998,36039.5254794269,38182822.654135646
0,3837973,(2019 BO1),19.71,False,False,0.3037770614,0.6792661593,2020-01-25,2020-Jan-25 11:49,1579952940000,,Earth,11.6517542006,41946.3151222367,62785845.01322511
0,3943366,(2019 YD2),21.7,False,False,0.1214940408,0.2716689341,2020-01-25,2020-Jan-25 10:44,1579949040000,,Earth,7.1041295896,25574.8665226773,22033983.852218098
0,3959228,(2019 YH4),20.0,False,False,0.2658,0.5943468684,2020-01-25,2020-Jan-25 11:01,1579950060000,,Earth,21.8133509744,78528.0635079739,63784230.171006872
0,3986679,(2020 AK3),26.1,False,False,0.0160160338,0.0358129403,2020-01-25,2020-Jan-25 07:23,1579936980000,,Earth,6.9228559819,24922.2815347812,3195310.915897941
0,3989090,(2020 BH5),23.5,False,False,0.0530340723,0.1185877909,2020-01-25,2020-Jan-25 04:05,1579925100000,,Earth,11.4107493192,41078.6975489566,17607216.645764954
0,3989147,(2020 BH6),28.6,False,False,0.0050647146,0.0113250461,2020-01-25,2020-Jan-25 05:11,1579929060000,,Earth,10.2000524663,36720.1888785508,70222.676317552
0,3989188,(2020 BJ8),24.1,False,False,0.040230458,0.0899580388,2020-01-25,2020-Jan-25 11:06,1579950360000,,Earth,14.8210541167,53355.7948199537,11637068.290555964
0,3989189,(2020 BK8),28.5,False,False,0.0053034072,0.0118587791,2020-01-25,2020-Jan-25 14:37,1579963020000,,Earth,7.7056739714,27740.4262970208,3016812.068834984
0,3989247,(2020 BW10),25.5,False,False,0.0211132445,0.0472106499,2020-01-25,2020-Jan-25 21:46,1579988760000,,Earth,7.7513287022,27904.7833277588,2396083.667111887
0,3989250,(2020 BZ10),27.5,False,False,0.008405334,0.0187948982,2020-01-25,2020-Jan-25 23:38,1579995480000,,Earth,3.6657329155,13196.6384959395,6299476.083224603
0,3989270,(2020 BA12),24.4,False,False,0.0350392641,0.0783501764,2020-01-25,2020-Jan-25 18:13,1579975980000,,Earth,4.6426765016,16713.6354056671,13950604.436433544
0,3989279,(2020 BP12),25.64,False,False,0.0197949759,0.0442629117,2020-01-25,2020-Jan-25 03:47,1579924020000,,Earth,8.5716554033,30857.9594517137,1352254.431330662
0,3989674,(2020 CO1),24.2,False,False,0.0384197891,0.0859092601,2020-01-25,2020-Jan-25 02:14,1579918440000,,Earth,15.3679992533,55324.7973118627,12164175.772149697
0,3991581,(2020 CL2),19.47,False,False,0.3392774354,0.7586474087,2020-01-25,2020-Jan-25 07:57,1579939020000,,Earth,17.027017449,61297.2628165339,53668026.380602639
0,54246382,(2022 CW4),23.36,False,False,0.0565659358,0.1264852778,2020-01-25,2020-Jan-25 03:20,1579922400000,,Earth,12.1717466432,43818.2879156932,50302831.210985691
0,2501647,501647 (2014 SD224),22.36,False,False,0.0896509666,0.2004656557,2020-01-26,2020-Jan-26 17:00,1580058000000,,Earth,5.6354281077,20287.5411875771,33503320.871680521
0,3467188,(2009 SP),19.4,False,False,0.3503926411,0.7835017643,2020-01-26,2020-Jan-26 00:01,1579996860000,,Earth,11.0018568069,39606.6845048591,72558964.80347788
0,3625129,(2013 BS45),25.9,False,False,0.0175612318,0.0392681082,2020-01-26,2020-Jan-26 02:45,1580006700000,,Earth,16.8403200662,60625.1522384726,68770567.462205666
0,3740897,(2016 BC14),20.97,True,False,0.1700415193,0.3802243961,2020-01-26,2020-Jan-26 15:42,1580053320000,,Earth,9.042104308,32551.5755087336,30064188.405915412
0,3743615,(2016 CM194),27.7,False,False,0.0076657557,0.0171411509,2020-01-26,2020-Jan-26 12:15,1580040900000,,Earth,19.2885448854,69438.7615872668,39755155.493632379
0,3766033,(2016 XO23),20.84,True,False,0.1805323255,0.4036825521,2020-01-26,2020-Jan-26 12:52,1580043120000,,Earth,12.6582780793,45569.8010855754,14524695.447867762
0,3843902,(2019 SC1),22.9,False,False,0.0699125232,0.1563291544,2020-01-26,2020-Jan-26 12:50,1580043000000,,Earth,12.8628162774,46306.1385984805,64262971.584124941
0,3959225,(2019 YE4),22.64,False,False,0.0788052183,0.1762138252,2020-01-26,2020-Jan-26 13:23,1580044980000,,Earth,6.6361416206,23890.1098340232,21084212.078110684
0,3986808,(2020 BF2),23.78,False,False,0.0466181437,0.1042413384,2020-01-26,2020-Jan-26 21:36,1580074560000,,Earth,11.388255614,40997.7202105742,7746370.600093578
0,3986839,(2020 BH3),26.0,False,False,0.0167708462,0.0375007522,2020-01-26,2020-Jan-26 11:49,1580039340000,,Earth,6.8065538722,24503.5939399183,1956151.516860911
0,3989141,(2020 BY5),26.53,False,False,0.0131387781,0.0293792009,2020-01-26,2020-Jan-26 22:50,1580079000000,,Earth,7.7853519726,28027.2671012069,4536500.131337035
0,3989184,(2020 BE8),25.18,False,False,0.0244655496,0.0547066321,2020-01-26,2020-Jan-26 12:00,1580040000000,,Earth,4.551915867,16386.8971213338,4294711.407086149
0,3989205,(2020 BE9),23.2,False,False,0.0608912622,0.1361570015,2020-01-26,2020-Jan-26 11:28,1580038080000,,Earth,13.5752361101,48870.8499964849,6735993.25817858
0,3989232,(2020 BX9),26.3,False,False,0.0146067964,0.0326617897,2020-01-26,2020-Jan-26 02:07,1580004420000,,Earth,9.0078608057,32428.2989003616,3105126.468279495
0,3989280,(2020 BQ12),24.5,False,False,0.0334622374,0.0748238376,2020-01-26,2020-Jan-26 07:58,1580025480000,,Earth,5.9739833517,21506.3400659986,13764453.628400513
0,3989344,(2020 BZ14),24.07,False,False,0.0407901194,0.0912094798,2020-01-26,2020-Jan-26 14:18,1580048280000,,Earth,6.7193845732,24189.7844635849,3360683.791530719
0,54016768,(2020 HV6),21.74,False,False,0.1192765246,0.2667104172,2020-01-26,2020-Jan-26 07:30,1580023800000,,Earth,17.7680533642,63964.9921111463,59224030.595506567
0,54135136,(2021 GT2),24.27,False,False,0.037201031,0.0831840342,2020-01-26,2020-Jan-26 02:10,1580004600000,,Earth,9.5673022551,34442.2881182594,14953730.470393902
0,54178641,(2021 NT14),20.75,True,False,0.1881719895,0.42076536,2020-01-26,2020-Jan-26 09:04,1580029440000,,Earth,20.292517787,73053.0640330693,62472220.588583184
0,54235435,(2022 AO),23.95,False,False,0.0431077124,0.0963917753,2020-01-26,2020-Jan-26 08:13,1580026380000,,Earth,19.93680406,71772.4946159903,69308650.999360447
0,54336914,(2022 YS5),24.82,False,False,0.0288771931,0.0645713667,2020-01-26,2020-Jan-26 02:07,1580004420000,,Earth,9.7107691627,34958.7689855698,37392795.659394805
0,2531899,531899 (2013 BE19),19.78,True,False,0.2941406018,0.6577183805,2020-01-27,2020-Jan-27 23:56,1580169360000,,Earth,21.5865327898,77711.5180434319,33666824.447128714
0,3114077,(2002 DQ3),23.8,False,False,0.046190746,0.1032856481,2020-01-27,2020-Jan-27 19:07,1580152020000,,Earth,6.5689614541,23648.2612348058,24926061.067449212
0,3136724,(2002 RS129),22.85,False,False,0.0715409951,0.1599705282,2020-01-27,2020-Jan-27 19:01,1580151660000,,Earth,12.2934440643,44256.3986314073,13092761.60062622
0,3339667,(2006 QV89),25.5,False,False,0.0211132445,0.0472106499,2020-01-27,2020-Jan-27 01:58,1580090280000,,Earth,2.8597030517,10294.930986203,32535376.845912727
0,3447933,(2009 DO1),23.1,False,False,0.063760979,0.1425738833,2020-01-27,2020-Jan-27 15:14,1580138040000,,Earth,11.8805841058,42770.10278075,40972667.901362965
0,3557535,(2011 CK50),24.2,False,False,0.0384197891,0.0859092601,2020-01-27,2020-Jan-27 04:46,1580100360000,,Earth,7.6986901515,27715.2845454147,26027203.251838895
0,3567472,(2011 KQ19),21.8,False,False,0.1160259082,0.2594418179,2020-01-27,2020-Jan-27 03:28,1580095680000,,Earth,15.2689650123,54968.2740441853,70802659.525332121
0,3693267,(2014 TC36),25.0,False,False,0.02658,0.0594346868,2020-01-27,2020-Jan-27 18:55,1580151300000,,Earth,9.098780227,32755.6088173473,56443286.463816012
0,3763271,(2016 VS),27.4,False,False,0.0088014652,0.0196806745,2020-01-27,2020-Jan-27 19:23,1580152980000,,Earth,10.6880644369,38477.0319728054,44129336.96937013
0,3795027,(2017 YO3),28.2,False,False,0.0060891262,0.0136157002,2020-01-27,2020-Jan-27 12:46,1580129160000,,Earth,9.3964892678,33827.3613640826,17460183.376929725
0,3825580,(2018 NP1),20.94,False,False,0.1724070324,0.3855138443,2020-01-27,2020-Jan-27 16:27,1580142420000,,Earth,17.6558345188,63561.0042675234,32884216.444594996
0,3884027,(2019 UT9),18.66,False,False,0.4926687055,1.1016407159,2020-01-27,2020-Jan-27 11:49,1580125740000,,Earth,19.2868660745,69432.7178681492,58583201.341342837
0,3910103,(2019 XZ2),24.7,False,False,0.0305179233,0.0682401509,2020-01-27,2020-Jan-27 09:59,1580119140000,,Earth,4.2250398556,15210.1434802611,9043981.237931896
0,3986769,(2020 BR1),22.2,False,False,0.096506147,0.2157943048,2020-01-27,2020-Jan-27 03:36,1580096160000,,Earth,14.8070110127,53305.2396458348,55487450.500691556
0,3986842,(2020 BN3),25.2,False,False,0.0242412481,0.0542050786,2020-01-27,2020-Jan-27 04:52,1580100720000,,Earth,28.8987245576,104035.4084072218,2625286.528082442
0,3989081,(2020 BY4),26.1,False,False,0.0160160338,0.0358129403,2020-01-27,2020-Jan-27 22:08,1580162880000,,Earth,21.1562238008,76162.4056827832,2648064.090331624
0,3989082,(2020 BA5),24.1,False,False,0.040230458,0.0899580388,2020-01-27,2020-Jan-27 13:20,1580131200000,,Earth,4.4851631187,16146.5872272409,28564316.900061846
0,3989192,(2020 BN8),23.9,False,False,0.04411182,0.0986370281,2020-01-27,2020-Jan-27 04:49,1580100540000,,Earth,11.3882654746,40997.7557086378,22008034.007296418
0,3989231,(2020 BY9),24.8,False,False,0.0291443905,0.0651688382,2020-01-27,2020-Jan-27 06:16,1580105760000,,Earth,5.5882001148,20117.5204134232,18971249.411073687
0,3989288,(2020 BA13),28.9,False,False,0.004411182,0.0098637028,2020-01-27,2020-Jan-27 16:56,1580144160000,,Earth,10.3082741198,37109.7868311277,197548.939024497
0,3989400,(2020 CG),25.16,False,False,0.0246919266,0.0552128263,2020-01-27,2020-Jan-27 07:45,1580111100000,,Earth,6.3706701373,22934.4124943819,8163113.180601605
0,3989406,(2020 CL),27.4,False,False,0.0088014652,0.0196806745,2020-01-27,2020-Jan-27 21:30,1580160600000,,Earth,15.5608459,56019.0452400187,2154203.957436467
0,3989457,(2020 CX),23.2,False,False,0.0608912622,0.1361570015,2020-01-27,2020-Jan-27 14:46,1580136360000,,Earth,13.5085742774,48630.8673986443,7661328.848532548
0,3989649,(2020 CE1),25.71,False,False,0.0191670368,0.0428587972,2020-01-27,2020-Jan-27 17:34,1580146440000,,Earth,15.5584761007,56010.5139625038,4769956.523505087
0,2585428,585428 (2018 NP1),20.97,False,False,0.1700415193,0.3802243961,2020-01-27,2020-Jan-27 16:27,1580142420000,,Earth,17.6558362062,63561.0103424654,32884225.330708474
0,54224992,(2021 WQ2),23.32,False,False,0.0576175751,0.1288368146,2020-01-27,2020-Jan-27 07:49,1580111340000,,Earth,9.2776342699,33399.4833715939,62674592.503097333
0,2143527,143527 (2003 EN16),18.66,False,False,0.4926687055,1.1016407159,2020-01-28,2020-Jan-28 01:22,1580174520000,,Earth,6.8098446695,24515.4408101526,63988999.810261807
0,2366746,366746 (2004 LJ),20.16,True,False,0.2469192656,0.5521282628,2020-01-28,2020-Jan-28 10:56,1580208960000,,Earth,17.0531077208,61391.1877947094,66958159.841254637
0,2484462,484462 (2008 CM20),21.46,False,False,0.135692229,0.303417048,2020-01-28,2020-Jan-28 10:56,1580208960000,,Earth,14.3311846106,51592.26459812,28243027.260078564
0,3799703,(2018 DL),25.68,False,False,0.0194336768,0.0434550225,2020-01-28,2020-Jan-28 04:44,1580186640000,,Earth,13.0960235944,47145.6849399912,55636342.642739831
0,3893742,(2019 WL5),23.3,False,False,0.058150704,0.130028927,2020-01-28,2020-Jan-28 11:10,1580209800000,,Earth,6.1079703971,21988.693429421,30495362.827580422
